Index 	On or around	Voluntary Dismissal	Litigation Name	Ticker	Filing Date	Docket	Class Start Date	Class End Date	SIC Code	Sector	Industry	Headquarter	Jurisdiction	Circuit	Court	Judge	Exchange	Market Status	Case Status	Settlement Amount
103563			The Mills Corporation	MLS	01/20/2006	06-CV-00076	02/17/2004	01/06/2006	6798	Services	Real Estate Operations	United States	United States	4th	E.D. Virginia	Hon. Claude M. Hilton	New York SE	Public (Listed)	CASE SETTLED	202750000
103564			"Amkor Technology, Inc."	AMKR	01/23/2006	06-CV-00298	10/27/2003	07/01/2004	3674	Technology	Semiconductors	United States	United States	3rd	E.D. Pennsylvania	Hon. M. Faith Angell	NASDAQ	Public (Listed)	CASE SETTLED	11250000
103827			"Refco Capital Markets, Limited"		01/26/2006	06-CV-00643	10/17/2000	10/17/2005	6200	Financial	Investment Services	United States	Bermuda	2nd	S.D. New York	Hon. Gerard E. Lynch	Privately Traded	Privately Held	CASE SETTLED	40000000
103565			Dot Hill Systems Corporation	HILL	01/31/2006	06-CV-00228	04/23/2003	02/03/2005	3572	Technology	Computer Storage Devices	United States	United States	9th	S.D. California	Hon. John S. Rhoades	NASDAQ	Public (Listed)	CASE DISMISSED	0
103569			Jarden Corporation	JAH	01/31/2006	06-CV-00722	06/29/2005	01/11/2006	5190	Basic Materials	Fabricated Plastic & Rubber	United States	United States	2nd	S.D. New York	Hon. Charles L. Brieant	New York SE	Public (Listed)	CASE SETTLED	8000000
103566			"Repsol YPF, S.A."	REP	01/31/2006	06-CV-00733	07/28/2005	01/27/2006	2911	Energy	Oil & Gas - Integrated	Spain	Spain	2nd	S.D. New York	Hon. Richard C. Casey	New York SE	Public (Listed)	CASE SETTLED	8000000
103568			"Take-Two Interactive Software, Inc."	TTWO	02/01/2006	06-CV-00803	10/25/2004	01/27/2006	7372	Technology	Software & Programming	United States	United States	2nd	S.D. New York	Hon. Shirley Wohl Kram	NASDAQ	Public (Listed)	CASE SETTLED	20115000
103567			"Omnicare, Inc."	OCR	02/02/2006	06-CV-00026	08/03/2005	01/27/2006	5912	Services	Retail (Drugs)	United States	United States	6th	E.D. Kentucky	Hon. William O. Bertelsman	New York SE	Public (Listed)	CASE ONGOING	0
103570			Applica Incorporated	APN	02/03/2006	06-CV-60149	11/04/2004	04/28/2005	3634	Consumer Cyclical	Appliance & Tool	United States	United States	11th	S.D. Florida	Hon. William P. Dimitrouleas	New York SE	Public (Listed)	CASE SETTLED	2000000
103575			"Coca-Cola Enterprises, Inc."	CCE	02/07/2006	06-CV-00275	10/15/2003	07/28/2004	2086	Consumer Non-Cyclical	Beverages (Non-Alcoholic)	United States	United States	11th	N.D. Georgia	Hon. Thomas W. Thrash Jr.	New York SE	Public (Listed)	CASE DISMISSED	0
103571			NVE Corporation	NVEC	02/10/2006	06-CV-00574	05/22/2003	02/11/2005	3674	Technology	Semiconductors	United States	United States	8th	D. Minnesota	Hon. Michael J. Davis	NASDAQ	Public (Listed)	CASE DISMISSED	0
103572			ProQuest Company	PQE	02/10/2006	06-CV-10619	01/09/2003	02/08/2006	2741	Services	Printing & Publishing	United States	United States	6th	E.D. Michigan	Hon. Avern Cohn	New York SE	Public (Listed)	CASE SETTLED	20000000
103573			"The Cooper Companies, Inc."	COO	02/15/2006	06-CV-00169	07/29/2004	11/21/2005	3851	Healthcare	Medical Equipment & Supplies	United States	United States	9th	C.D. California	Hon. Cormac J. Carney	New York SE	Public (Listed)	CASE SETTLED	27000000
103574			Chicago Bridge & Iron Co. NV	CBI	02/17/2006	06-CV-01283	03/09/2005	02/03/2006	1700	Capital Goods	Construction Services	Netherlands	Netherlands	2nd	S.D. New York	Hon. John E. Sprizzo	New York SE	Public (Listed)	CASE SETTLED	10500000
103577			"Micron Technology, Inc."	MU	02/24/2006	06-CV-00085	02/24/2001	02/13/2003	3674	Technology	Semiconductors	United States	United States	9th	D. Idaho	Hon. B. Lynn Winmill	New York SE	Public (Listed)	CASE SETTLED	42000000
103578			GrafTech International Limited	GTI	02/28/2006	06-CV-00133	11/03/2005	02/08/2006	3620	Technology	Electronic Instruments & Controls	United States	United States	3rd	D. Delaware	Hon. Kent A. Jordan	New York SE	Public (Listed)	CASE DISMISSED	0
103579			"Bausch & Lomb, Inc."	BOL	03/13/2006	06-CV-01942	01/27/2005	12/22/2005	3851	Healthcare	Medical Equipment & Supplies	United States	United States	2nd	S.D. New York	Hon. Harold Baer	New York SE	Public (Listed)	CASE DISMISSED	0
103582			"H&R Block, Inc."	HRB	03/17/2006	06-CV-00236	01/31/2005	03/14/2006	7200	Services	Personal Services	United States	United States	8th	W.D. Missouri	Hon. Robert E. Larsen	New York SE	Public (Listed)	CASE DISMISSED	0
103583			"Northfield Laboratories, Inc."	NFLD	03/17/2006	06-CV-01493	02/20/2004	02/21/2006	2836	Healthcare	Biotechnology & Drugs	United States	United States	7th	N.D. Illinois	Hon. George M. Marovich	NASDAQ	Public (Listed)	CASE SETTLED	1500000
103581			PHH Corporation	PHH	03/17/2006	06-CV-01302	05/12/2005	03/01/2006	6159	Financial	Misc. Financial Services	United States	United States	3rd	D. New Jersey	Hon. Ann Marie Donio	New York SE	Public (Listed)	CASE DISMISSED	0
103584			"PainCare Holdings, Inc."	PRZ	03/21/2006	06-CV-00362	08/27/2002	03/15/2006	8090	Healthcare	Healthcare Facilities	United States	United States	11th	M.D. Florida	Hon. John Antoon II	OTC-BB	Public (Listed)	CASE SETTLED	2000000
103585			"Merge Technologies, Inc."	MRGE	03/22/2006	06-CV-00349	08/02/2005	03/16/2006	7373	Technology	Computer Services	United States	United States	7th	E.D. Wisconsin	Hon. Rudolph T. Randa	NASDAQ	Public (Listed)	CASE SETTLED	16000000
103586			SAC Capital Management L.L.C. : Biovail Corporation Common Stock	BVF	03/24/2006	06-CV-01413	06/05/2003	03/24/2006		Financial	Investment Services	United States	United States	3rd	D. New Jersey	Hon. Harold A. Ackerman	New York SE	Public (Listed)	CASE DISMISSED	0
103588			The Estee Lauder Companies Inc.	EL	03/30/2006	06-CV-2505	04/28/2005	10/25/2005	2844	Consumer Non-Cyclical	Personal & Household Products	United States	United States	2nd	S.D. New York	Hon. Lewis A. Kaplan	New York SE	Public (Listed)	CASE DISMISSED	0
103589			"Sea Containers, Ltd."	SCR.A	03/31/2006	06-CV-02565	03/15/2004	03/24/2006	4400	Transportation	Water Transportation	United Kingdom	Bermuda	2nd	S.D. New York	Hon. Richard C. Casey	New York SE	Public (Listed)	CASE DISMISSED	0
103590			"Nature's Sunshine Products, Inc."	NATRE	04/03/2006	06-CV-00267	10/19/2004	03/24/2006	2834	Healthcare	Biotechnology & Drugs	United States	United States	10th	D. Utah	Hon. Ted Stewart	NASDAQ	Public (Listed)	CASE SETTLED	6000000
103591			TNS Inc.	TNS	04/04/2006	06-CV-00363	09/16/2005	02/22/2006	7389	Technology	Communications Equipment	United States	United States	4th	E.D. Virginia	Hon. Claude M. Hilton	New York SE	Public (Listed)	CASE SETTLED	3600000
103592			GMH Communities Trust	GCT	04/05/2006	06-CV-01444	10/28/2004	03/10/2006	6513	Services	Real Estate Operations	United States	United States	3rd	E.D. Pennsylvania	Hon. Petrese B. Tucker	New York SE	Public (Listed)	CASE SETTLED	8750000
103596			"American Service Group, Inc."	ASGRE	04/06/2006	06-CV-00323	09/24/2003	03/16/2006	8090	Healthcare	Healthcare Facilities	United States	United States	6th	M.D. Tennessee	"Hon. William J. Haynes, Jr"	NASDAQ	Public (Listed)	CASE SETTLED	10500000
103593			Astea International Inc.	ATEA	04/06/2006	06-CV-01467	05/11/2005	03/31/2006	7372	Technology	Software & Programming	United States	United States	3rd	E.D. Pennsylvania	Hon. William H. Yohn Jr.	NASDAQ	Public (Listed)	CASE DISMISSED	0
103597			"American International Group, Inc. (AIG) : Shelf-Space Funds"		04/07/2006	06-CV-01625	06/30/2000	06/08/2005	6331	Financial	Insurance (Prop. & Casualty)	United States	United States	2nd	E.D. New York	Hon. John Gleeson	Undetermined	Unknown	CASE DISMISSED	0
103599			"Orphan Medical, Inc."	ORPH	04/10/2006	06-CV-01377	05/23/2005	04/10/2006	2834	Healthcare	Major Drugs	United States	United States	8th	D. Minnesota	Hon. Ann D. Montgomery	NASDAQ	Public (Listed)	CASE DISMISSED	0
103598			"St. Jude Medical, Inc."	STJ	04/10/2006	06-CV-01379	01/25/2006	04/04/2006	3845	Healthcare	Medical Equipment & Supplies	United States	United States	8th	D. Minnesota	Hon. James M. Rosenbaum	New York SE	Public (Listed)	CASE DISMISSED	0
103600			"Fairfax Financial Holdings, Ltd."		04/11/2006	06-CV-2820	03/24/2004	03/21/2006	6331	Financial	Insurance (Prop. & Casualty)	Canada	Canada	2nd	S.D. New York	Hon. George B. Daniels	Undetermined	Unknown	CASE DISMISSED	0
103603			"Pixelplus Company, Ltd."	PXPL	04/17/2006	06-CV-2951	12/21/2005	04/11/2006	3674	Technology	Semiconductors	Korea	Korea	2nd	S.D. New York	Hon. Thomas P. Griesa	NASDAQ	Public (Listed)	CASE SETTLED	686219.43
103604			"Comverse Technology, Inc."	CMVT	04/19/2006	06-CV-01825	04/30/2001	04/16/2006	3661	Technology	Communications Equipment	United States	United States	2nd	E.D. New York	Hon. Nicholas G. Garaufis	NASDAQ	Public (Listed)	CASE SETTLED	225000000
103607			"Newpark Resources, Inc."	NR	04/21/2006	06-CV-02150	02/28/2005	04/16/2006	3533	Energy	Oil Well Services & Equipment	United States	United States	5th	E.D. Louisiana	Hon. Marcel Livaudais	New York SE	Public (Listed)	CASE SETTLED	9240000
103608			GlobeTel Communications Corporation	GTE	04/27/2006	06-CV-21071	12/30/2005	04/11/2006	4813	Technology	Communications Equipment	United States	United States	11th	S.D. Florida	Hon. Cecilia M. Altonaga	American SE	Public (Listed)	CASE SETTLED	2300000
103609			"China Energy Savings Technology, Inc."	CESV	05/01/2006	06-CV-03308	04/21/2005	02/15/2006	3670	Technology	Electronic Instruments & Controls	Hong Kong	United States	2nd	S.D. New York	Hon. Denny Chin	NASDAQ	Public (Listed)	CASE DISMISSED	0
103610			"Discovery Laboratories, Inc."	DSCO	05/01/2006	06-CV-01820	12/28/2005	04/25/2006	2836	Healthcare	Biotechnology & Drugs	United States	United States	3rd	E.D. Pennsylvania	Hon. Stewart Dalzell	NASDAQ	Public (Listed)	CASE DISMISSED	0
103611			Vitesse Semiconductor Corporation	VTSS	05/01/2006	06-CV-02639	10/23/2003	04/26/2006	3674	Technology	Semiconductors	United States	United States	9th	C.D. California	Hon. Margaret M. Morrow	NASDAQ	Public (Listed)	CASE SETTLED	21266321.68
103612			"XM Satellite Radio Holdings, Inc."	XMSR	05/01/2006	06-CV-00802	07/28/2005	02/15/2006	4899	Services	Broadcasting & Cable TV	United States	United States	D.C.	D. District Columbia	Hon. Ellen S. Huvelle	NASDAQ	Public (Listed)	CASE DISMISSED	0
103613			PXRE Group Limited	PXT	05/03/2006	06-CV-3410	07/28/2005	02/16/2006	6361	Financial	Insurance (Prop. & Casualty)	Bermuda	Bermuda	2nd	S.D. New York	Hon. Kenneth M. Karas	New York SE	Public (Listed)	CASE DISMISSED	0
103614			"UnitedHealth Group, Inc."	UNH	05/05/2006	06-CV-01691	05/04/2001	04/07/2006	6324	Financial	Insurance (Accident & Health)	United States	United States	8th	D. Minnesota	Hon. James M. Rosenbaum	New York SE	Public (Listed)	CASE SETTLED	925500000
103615			"Escala Group, Inc."	ESCL	05/09/2006	06-CV-03518	09/05/2003	05/08/2006	7389	Services	Business Services	United States	United States	2nd	S.D. New York	Hon. Alvin Hellerstein	NASDAQ	Public (Listed)	CASE SETTLED	18000000
103741			Southern Farm Bureau Life Insurance Company : Plaintiff's Shareholders Corporation shares		05/11/2006	06-CV-00637	09/29/2004	10/15/2004		Financial	Insurance (Life)	United States	United States	11th	M.D. Florida	Hon. John Antoon II	Privately Traded	Privately Held	CASE SETTLED	31700000
103616			"Home Depot, Inc."	HD	05/12/2006	06-CV-01151	05/29/2001	02/22/2005	5211	Services	Retail (Home Improvement)	United States	United States	11th	N.D. Georgia	Hon. J. Owen Forrester	New York SE	Public (Listed)	CASE DISMISSED	0
103618			"Image Innovations Holdings, Inc."	IMGV.PK	05/15/2006	06-CV-03707	04/13/2004	03/16/2006	5900	Services	Retail (Specialty)	United States	United States	2nd	S.D. New York	Hon. John G. Koeltl	NASDAQ	Public (Listed)	CASE SETTLED	575000
103620			American Tower Corporation	AMT	05/26/2006	06-CV-10933	02/01/2006	05/24/2006	4899	Services	Communications Services	United States	United States	1st	D. Massachusetts	Hon. Mark L. Wolf	New York SE	Public (Listed)	CASE SETTLED	14000000
103621			Sears Holdings Corporation : Kmart Holding Corporation stock	SHLD	05/26/2006	06-CV-4053	05/06/2003	06/04/2004	5331	Services	Retail (Department & Discount)	United States	United States	2nd	S.D. New York	Hon. John E. Sprizzo	NASDAQ	Public (Listed)	CASE DISMISSED	0
103630			Erie Family Life Insurance Company	ERIF.OB	06/01/2006	06-CV-00130	03/21/2004	05/24/2006	6311	Financial	Insurance (Life)	United States	United States	3rd	W.D. Pennsylvania	Hon. Sean J. McLaughlin	OTC-BB	OTC	CASE SETTLED	5234277.17
103622			Vonage Holdings Corporation	VG	06/02/2006	06-CV-02500	05/24/2006	05/31/2006	4813	Services	Communications Services	United States	United States	3rd	D. New Jersey	Hon. Stanley R. Chesler	New York SE	Public (Listed)	CASE SETTLED	3600000
103624			"Xerium Technologies, Inc."	XRM	06/07/2006	06-CV-10991	05/16/2005	11/15/2005	2221	Consumer Cyclical	Textiles - Non Apparel	United States	United States	1st	D. Massachusetts	Hon. Rya W. Zobel	New York SE	Public (Listed)	CASE SETTLED	3600000
103625			CSK Auto Corporation	CAO	06/09/2006	06-CV-01503	09/02/2004	03/24/2006	5531	Consumer Cyclical	Auto & Truck Parts	United States	United States	9th	D. Arizona	Hon. David G Campbell	New York SE	Public (Listed)	CASE SETTLED	11700000
103639			ADE Corporation	ADEX	06/13/2006	06-CV-11033	02/22/2006	06/13/2006	3825	Technology	Semiconductors	United States	United States	1st	D. Massachusetts	Hon. Patti B. Saris	NASDAQ	Public (Listed)	CASE SETTLED	0
103626			InfoSonics Corporation	IFO	06/13/2006	06-CV-01231	05/09/2006	06/09/2006	5065	Technology	Communications Equipment	United States	United States	9th	S.D. California	Hon. Barry Ted Moskowitz	American SE	Public (Listed)	CASE SETTLED	3800000
104781			Intermix Media Inc. : NewsCorp. Aquisition of Myspace.com	MIX	06/14/2006	06-CV-03731	12/30/2003	09/30/2005	5735	Technology	Computer Services	United States	United States	9th	C.D. California	Hon.John F. Walter	American SE	Public (Listed)	CASE SETTLED	45000000
103628			"Herley Industries, Inc."	HRLY	06/15/2006	06-CV-02596	10/01/2001	06/14/2006	3812	Technology	Scientific & Technical Instr.	United States	United States	3rd	E.D. Pennsylvania	Hon. Juan R. Sanchez	NASDAQ	Public (Listed)	CASE SETTLED	10000000
103632			Antigenics Inc.	AGEN	06/16/2006	06-CV-00519	09/03/2003	03/23/2006	2836	Healthcare	Biotechnology & Drugs	United States	United States	10th	D. New Mexico	Hon. Judith C. Herrera	NASDAQ	Public (Listed)	CASE DISMISSED	0
103629			"Brooks Automation, Inc."	BRKS	06/19/2006	06-CV-11068	07/25/2001	05/22/2006	3559	Technology	Semiconductors	United States	United States	1st	D. Massachusetts	Hon. Rya W. Zobel	NASDAQ	Public (Listed)	CASE SETTLED	7750000
103673			"Michaels Stores, Inc."	MIK	06/19/2006	06-CV-01083			5945	Services	Retail (Specialty)	United States	United States	5th	N.D. Texas		New York SE	Public (Listed)	CASE DISMISSED	0
103631			"Home Solutions of America, Inc."	HOM	06/20/2006	06-CV-01096	04/11/2006	06/06/2006	8741	Services	Business Services	United States	United States	5th	N.D. Texas	Hon. David C. Godbey	American SE	Public (Listed)	CASE SETTLED	3500000
103634			"Terayon Communication Systems, Inc."	TERN	06/23/2006	06-CV-03936	10/28/2004	03/01/2006	3661	Technology	Communications Equipment	United States	United States	9th	N.D. California	Hon. Martin J. Jenkins	NASDAQ	Public (Listed)	CASE SETTLED	2730000
103633			KLA-Tencor Corporation	KLAC	06/29/2006	06-CV-04065	02/13/2003	05/22/2006	3827	Technology	Semiconductors	United States	United States	9th	N.D. California	Hon. Martin J. Jenkins	NASDAQ	Public (Listed)	CASE SETTLED	65000000
103636			"Ionatron, Inc."	IOTN	07/12/2006	06-CV-00354	06/27/2005	05/10/2006	3812	Capital Goods	Aerospace & Defense	United States	United States	9th	D. Arizona	Hon. Cindy K Jorgenson	NASDAQ	Public (Listed)	CASE SETTLED	6500000
103637			"NPS Pharmaceuticals, Inc."	NPSP	07/12/2006	06-CV-00570	08/10/2005	05/02/2006	2836	Healthcare	Biotechnology & Drugs	United States	United States	10th	D. Utah	Hon. Paul G. Cassell	NASDAQ	Public (Listed)	CASE SETTLED	15000000
103638			Sunterra Corporation	SNRR	07/12/2006	06-CV-00844	04/15/2003	06/22/2006	6532	Services	Real Estate Operations	United States	United States	9th	D. Nevada	Hon. Brian E. Sandoval	NASDAQ	Public (Listed)	CASE SETTLED	8000000
103640			"Juniper Networks, Inc."	JNPR	07/14/2006	06-CV-04327	09/01/2003	05/22/2006	3576	Technology	Computer Networks	United States	United States	9th	N.D. California	Hon. Martin J. Jenkins	NASDAQ	Public (Listed)	CASE SETTLED	169500000
103641			"Par Pharmaceutical Companies, Inc."	PRX	07/17/2006	06-CV-03226	04/29/2004	07/05/2006	2834	Healthcare	Major Drugs	United States	United States	3rd	D. New Jersey	Hon. Ronald J. Hedges	New York SE	Public (Listed)	CASE SETTLED	8100000
103642			"Rambus, Inc."	RMBS	07/17/2006	06-CV-04346	12/12/2001	06/27/2006	3674	Technology	Semiconductors	United States	United States	9th	N.D. California	Hon. Jeremy Fogel	NASDAQ	Public (Listed)	CASE SETTLED	18333313
103643			Zale Corporation	ZLC	07/19/2006	06-CV-05464	02/18/2005	05/05/2006	5944	Services	Retail (Specialty)	United States	United States	2nd	S.D. New York	Hon. Harold Baer	New York SE	Public (Listed)	CASE SETTLED	5900000
103644			"Jos. A. Bank Clothiers, Inc."	JOSB	07/24/2006	06-CV-01892	01/05/2006	06/07/2006	5600	Services	Retail (Apparel)	United States	United States	4th	D. Maryland	Hon. William M. Nickerson	NASDAQ	Public (Listed)	CASE SETTLED	4000000
103647			Centene Corporation	CNC	07/28/2006	06-CV-1142	06/21/2006	07/17/2006	6324	Financial	Insurance (Accident & Health)	United States	United States	8th	E.D. Missouri	Hon. Catherine D. Perry	New York SE	Public (Listed)	CASE DISMISSED	0
103646			"FoxHollow Technologies, Inc."	FOXH	07/28/2006	06-CV-04595	05/13/2005	01/26/2006	3841	Healthcare	Medical Equipment & Supplies	United States	United States	9th	N.D. California	Hon. Phyllis J. Hamilton	NASDAQ	Public (Listed)	CASE DISMISSED	0
103683			"Forward Industries, Inc."	FORD	07/31/2006	06-CV-21922	07/25/2005	02/02/2006	3089	Consumer Cyclical	Apparel/Accessories	United States	United States	11th	S.D. Florida	Hon. Ursula Ungaro-Benages	NASDAQ	Public (Listed)	CASE DISMISSED	0
103648			"SafeNet, Inc."	SFNT	08/01/2006	06-CV-5797	03/31/2003	05/18/2006	3663	Technology	Software & Programming	United States	United States	2nd	S.D. New York	Hon. Paul A. Crotty	NASDAQ	Public (Listed)	CASE SETTLED	25000000
103650			Scottish Re Group Limited	SCT	08/02/2006	06-CV-5853	12/16/2005	07/28/2006	6311	Financial	Insurance (Life)	Bermuda	Cayman Islands	2nd	S.D. New York	Hon. Shira A. Scheindlin	New York SE	Public (Listed)	CASE SETTLED	37500000
103656			Zoran Corporation	ZRAN	08/10/2006	06-CV-04843	07/01/1998	09/30/2001	3674	Technology	Semiconductors	United States	United States	9th	N.D. California	Hon. William H. Alsup	NASDAQ	Public (Listed)	CASE DISMISSED	0
103653			Broadcom Corporation	BRCM	08/11/2006	06-CV-5036	07/21/2005	07/13/2006	3674	Technology	Semiconductors	United States	United States	9th	C.D. California	Hon. Manuel L. Real	NASDAQ	Public (Listed)	CASE SETTLED	160500000
103652			IMAX Corporation	IMAX	08/11/2006	06-CV-06128	02/17/2006	08/09/2006	3861	Services	Motion Pictures	Canada	Canada	2nd	S.D. New York	Hon. Naomi Reice Buchwald	NASDAQ	Public (Listed)	CASE SETTLED	12000000
103654			"Witness Systems, Inc."	WITS	08/14/2006	06-CV-1894	04/23/2004	08/11/2006	7372	Technology	Software & Programming	United States	United States	11th	N.D. Georgia	Hon. Clarence Cooper	NASDAQ	Public (Listed)	CASE DISMISSED	0
